file_x,file_y,decision,distance_l2,distance_l2_scaled,y,pred_euclidean_l2
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/1086610494,2569402535_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14934/3338298727,1126060009_align.jpg",No,1.1612,-1.1612,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/484/ea85a94510dd146bcefca367.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12316/3752632352,1690842704_align.jpg",No,1.3539,-1.3539,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/3140688985,2065673360_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12340/3636011554,829256400_align.jpg",No,1.1339,-1.1339,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12269/3876118722,392376178_align.jpg",No,1.3048,-1.3048,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8076/4062366553,349070634_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/2202132922,3672505173_align.jpg",No,1.291,-1.291,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6513/3700357969,3900547292_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/3929876540,922070113_align.jpg",No,1.3568,-1.3568,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3114204182,2628479730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5716/1263709626,67461660_align.jpg",No,1.1104,-1.1104,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13853/1471052382,2579240802_align.jpg",No,0.8639,-0.8639,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8304/848421942,1871004979_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7052/3272687312,505944678_align.jpg",No,1.5412,-1.5412,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/3929876540,922070113_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11458/400440986,1442231859_align.jpg",No,1.338,-1.338,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14961/4120572612,559129215_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13856/152888719,3705740483_align.jpg",No,1.2458,-1.2458,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5551/c75c10385343fbf238f34b68b17eca8064388f9a.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/368/3945146451,2914500332_align.jpg",No,1.3823,-1.3823,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4899/1487756303,53018588_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4303/1097803456,931669806_align.jpg",No,1.0892,-1.0892,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7282/1939496603,3763620929_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/1379495307,3452385046_align.jpg",No,1.1986,-1.1986,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5339/4069322490,3632752556_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3906/2366206038,1608060659_align.jpg",No,1.5732,-1.5732,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/1086610494,2569402535_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14961/4120572612,559129215_align.jpg",No,1.2178,-1.2178,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/1379495307,3452385046_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11241/804582476,2293769834_align.jpg",No,1.4196,-1.4196,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/615/2242468360,3655639513_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5797/fc1f4134970a304ef20649e9d2c8a786c9175cf9.jpg_align.jpg,No,1.519,-1.519,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6978/2667961134,2384720269_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10024/3731102869,2980353182_align.jpg",No,1.4152,-1.4152,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3824/132986625,3269147957_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14961/4120572612,559129215_align.jpg",No,1.076,-1.076,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12340/3636011554,829256400_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10140/1795270727,3058237880_align.jpg",No,1.1486,-1.1486,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2210/4129115412,3648917009_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15219/2685274929,2887165247_align.jpg",No,1.3548,-1.3548,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/3017482370,573604790_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11940/1158786528,3207728566_align.jpg",No,1.306,-1.306,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/2239626445,1786470678_align.jpg",No,1.5976,-1.5976,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2498/2228450897,912818170_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11455/1358756716,3242882763_align.jpg",No,1.4251,-1.4251,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12667/3319561261,2345328117_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11235/1047016066,62099054_align.jpg",No,1.4951,-1.4951,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/2224535422,4118765057_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12481/1617976533,3727731853_align.jpg",No,1.0515,-1.0515,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/2298971888,500648875_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5877/2184936859,650764490_align.jpg",No,1.1648,-1.1648,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7508/2174036321,20875244_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/731779435,1207175315_align.jpg",No,1.5674,-1.5674,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6999/945576370,3576141623_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/420028936,3072859308_align.jpg",No,1.3571,-1.3571,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3114204182,2628479730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/2975848856,1276467794_align.jpg",No,1.5027,-1.5027,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5337/1511453041,4204377308_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/2239626445,1786470678_align.jpg",No,1.499,-1.499,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/3131948157,79761314_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6677/2549700820,2965807570_align.jpg",No,1.576,-1.576,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/915/3357364675,1985413717_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11458/400440986,1442231859_align.jpg",No,1.5402,-1.5402,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12942/3531233298,353796112_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11458/400440986,1442231859_align.jpg",No,1.3812,-1.3812,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/4261739602,1524599992_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11458/400440986,1442231859_align.jpg",No,1.4156,-1.4156,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/95afee1fe4a48eb8e1fe0b78.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14280/2467363323,2617980460_align.jpg",No,1.4549,-1.4549,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/d4628535e5dde71174fed354a7efce1b9d166160.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14961/4120572612,559129215_align.jpg",No,1.4888,-1.4888,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2110/2937682886,2458886695_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12437/1426123360,2948077447_align.jpg",No,1.1755,-1.1755,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14280/2467363323,2617980460_align.jpg",No,1.5002,-1.5002,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1901/3017459854,3665712741_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11129/3251138763,157689582_align.jpg",No,1.6031,-1.6031,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/273398738,4125750029_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/3017482370,573604790_align.jpg",No,1.4768,-1.4768,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1131/834544567,382214040_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10273/2353508919,400257903_align.jpg",No,1.1068,-1.1068,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/734/1717759474,1104521861_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3854215468,2530732751_align.jpg",No,1.1585,-1.1585,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2262200152,2871412818_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14927/3487816518,2675468494_align.jpg",No,1.2739,-1.2739,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/984/588426022,1709365348_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11455/1358756716,3242882763_align.jpg",No,1.525,-1.525,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14927/3487816518,2675468494_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11455/1358756716,3242882763_align.jpg",No,1.3954,-1.3954,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1220457097,1129667867_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/d4628535e5dde71174fed354a7efce1b9d166160.jpg_align.jpg,No,1.114,-1.114,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8915/1780306027,1418095616_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/2975848856,1276467794_align.jpg",No,1.501,-1.501,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5630/3522072962,3875041161_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11364/1301529298,2692785125_align.jpg",No,1.5239,-1.5239,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3824/132986625,3269147957_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11940/1158786528,3207728566_align.jpg",No,1.3456,-1.3456,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2262200152,2871412818_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15908/f636afc379310a55562affdcb64543a98226108f.jpg_align.jpg,No,1.0292,-1.0292,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15662/2383062861,1156844796_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/3979690584,193300849_align.jpg",No,1.5921,-1.5921,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/2047767554,2939248080_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14961/4120572612,559129215_align.jpg",No,1.4193,-1.4193,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9212/420263580,879834726_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3114204182,2628479730_align.jpg",No,1.2828,-1.2828,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6331/1941587277,1204561269_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/3979690584,193300849_align.jpg",No,1.1998,-1.1998,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/d4628535e5dde71174fed354a7efce1b9d166160.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4189/1605048281,2729244399_align.jpg",No,1.3193,-1.3193,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8294/3229047753,4232936355_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12113/2107746186,877601559_align.jpg",No,1.1417,-1.1417,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3036/3494976630,3983170358_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11375/1154536683,1139643613_align.jpg",No,1.2903,-1.2903,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5551/c75c10385343fbf238f34b68b17eca8064388f9a.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2041/2850016168,4158168732_align.jpg",No,1.4885,-1.4885,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6677/2549700820,2965807570_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12113/2107746186,877601559_align.jpg",No,1.583,-1.583,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6999/945576370,3576141623_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3249/2490190505,3528075079_align.jpg",No,1.4782,-1.4782,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9032/3595433110,1132157957_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6999/945576370,3576141623_align.jpg",No,1.0422,-1.0422,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12437/1426123360,2948077447_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10175/1577883959,1123533088_align.jpg",No,1.1255,-1.1255,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2805/452130638,143458397_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10172/1286764698,4270349212_align.jpg",No,1.4326,-1.4326,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14961/4120572612,559129215_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11455/1358756716,3242882763_align.jpg",No,1.3356,-1.3356,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/95afee1fe4a48eb8e1fe0b78.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/3017482370,573604790_align.jpg",No,1.4822,-1.4822,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5339/4069322490,3632752556_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1897/3770567660,126355842_align.jpg",No,1.3499,-1.3499,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15627/128539859,2043651863_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12340/3636011554,829256400_align.jpg",No,1.3679,-1.3679,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/915/3357364675,1985413717_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1897/3770567660,126355842_align.jpg",No,1.3151,-1.3151,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/731779435,1207175315_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11235/1047016066,62099054_align.jpg",No,1.4328,-1.4328,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6845/2253790345,2827019957_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16003/3777104077,940070326_align.jpg",No,1.3836,-1.3836,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2414/3090812696,2226485954_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14280/2467363323,2617980460_align.jpg",No,1.5435,-1.5435,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14519/3256360826,1529157543_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12316/3752632352,1690842704_align.jpg",No,1.4408,-1.4408,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3696/3846898958,1538896407_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13856/152888719,3705740483_align.jpg",No,1.2077,-1.2077,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8767/1763960924,1913304127_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/484/ea85a94510dd146bcefca367.jpg_align.jpg,No,1.4091,-1.4091,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/95afee1fe4a48eb8e1fe0b78.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11879/4197885977,658501003_align.jpg",No,1.2823,-1.2823,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2772/951249421,4077620880_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/760768958,2968298540_align.jpg",No,1.6182,-1.6182,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3399/1247200766,2730699354_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2779/320508207,173927546_align.jpg",No,1.5417,-1.5417,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7109/a583631e2216c0ba1bd576f9.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14934/3338298727,1126060009_align.jpg",No,1.4343,-1.4343,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9632/830387680,1986336346_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4543/2445745600,1942548660_align.jpg",No,1.1278,-1.1278,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2586/2835775123,3483751253_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/2239626445,1786470678_align.jpg",No,1.3562,-1.3562,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6677/2549700820,2965807570_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1939/2424301059,857222388_align.jpg",No,1.4042,-1.4042,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/41355241,1944414666_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/3929876540,922070113_align.jpg",No,1.1124,-1.1124,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5716/1263709626,67461660_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5102/1817749238,2786418797_align.jpg",No,1.1776,-1.1776,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/734/1717759474,1104521861_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6654/1407631492,2283414523_align.jpg",No,1.4533,-1.4533,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5337/1511453041,4204377308_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/3979690584,193300849_align.jpg",No,1.2024,-1.2024,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2883582766,264419471_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6677/2549700820,2965807570_align.jpg",No,1.4529,-1.4529,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3906/2366206038,1608060659_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11455/1358756716,3242882763_align.jpg",No,1.3682,-1.3682,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7109/a583631e2216c0ba1bd576f9.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16211/2765314768,2882341970_align.jpg",No,1.2475,-1.2475,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2145/4243901715,2498905926_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/1056247210,1784121495_align.jpg",No,1.1992,-1.1992,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8915/1780306027,1418095616_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6845/2253790345,2827019957_align.jpg",No,1.3291,-1.3291,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/3131948157,79761314_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3399/1247200766,2730699354_align.jpg",No,1.4704,-1.4704,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7584/3069343731,3891642180_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10964/2164595443,2528493860_align.jpg",No,1.4818,-1.4818,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6654/1407631492,2283414523_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10022/571361271,2876917700_align.jpg",No,1.1765,-1.1765,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2041/2850016168,4158168732_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10964/2164595443,2528493860_align.jpg",No,1.1048,-1.1048,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12269/3876118722,392376178_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12113/2107746186,877601559_align.jpg",No,1.5091,-1.5091,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12113/2107746186,877601559_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10964/2164595443,2528493860_align.jpg",No,0.9415,-0.9415,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/924/4027827510,984489701_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8767/1763960924,1913304127_align.jpg",No,1.1809,-1.1809,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/4043796648,4132177195_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11241/804582476,2293769834_align.jpg",No,1.3095,-1.3095,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/1379495307,3452385046_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1811/1241661197,2388491223_align.jpg",No,1.263,-1.263,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3900/559233188,1896541478_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1414/3356567848,2045956955_align.jpg",No,1.1597,-1.1597,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9117/2706051513,1587153424_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11241/804582476,2293769834_align.jpg",No,1.2126,-1.2126,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5339/4069322490,3632752556_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3399/1247200766,2730699354_align.jpg",No,1.4677,-1.4677,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16003/3777104077,940070326_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1393/1343816300,2619522125_align.jpg",No,1.5683,-1.5683,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7257/1893785540,4275307615_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2004/eac4b74543a98226eb84c5908a82b9014b90ebc4.jpg_align.jpg,No,1.4312,-1.4312,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1393/1343816300,2619522125_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11241/804582476,2293769834_align.jpg",No,1.1803,-1.1803,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/4043796648,4132177195_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1393/1343816300,2619522125_align.jpg",No,1.3789,-1.3789,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8304/848421942,1871004979_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5716/1263709626,67461660_align.jpg",No,0.7742,-0.7742,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8238/688917798,3260668740_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3696/3846898958,1538896407_align.jpg",No,1.1638,-1.1638,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6825/1360979133,3151003475_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/1379495307,3452385046_align.jpg",No,1.3386,-1.3386,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3114204182,2628479730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/3854215468,2530732751_align.jpg",No,0.8852,-0.8852,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/2298971888,500648875_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8304/848421942,1871004979_align.jpg",No,1.1877,-1.1877,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9632/830387680,1986336346_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7282/1939496603,3763620929_align.jpg",No,1.6058,-1.6058,0,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15908/f636afc379310a55562affdcb64543a98226108f.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10788/3134571634,1562697427_align.jpg",No,1.0341,-1.0341,0,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9032/3595433110,1132157957_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2414/3090812696,2226485954_align.jpg",No,1.5304,-1.5304,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4543/2445745600,1942548660_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13284/931076373,137064897_align.jpg",No,1.3173,-1.3173,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/924/4027827510,984489701_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4500/721656987,1092892354_align.jpg",No,1.5631,-1.5631,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5866/3491753020,2520443570_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15908/f636afc379310a55562affdcb64543a98226108f.jpg_align.jpg,No,1.5446,-1.5446,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/924/4027827510,984489701_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11364/1301529298,2692785125_align.jpg",No,1.3697,-1.3697,0,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/915/3357364675,1985413717_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/4043796648,4132177195_align.jpg",No,1.4651,-1.4651,0,No
